Peer Name,IPv4,ASN,IPv6,Speed (Gbps),Internet Exchange
Link-Up Wireless,196.60.9.206,328437,2001:43f8:6d0::9:206,10,NAPAfrica IX Johannesburg
LinkConnect,196.223.30.223,329039,2001:43f8:1f2::223,10,DINX
LinkConnect,196.10.141.114,329039,2001:43f8:6d2::114,10,NAPAfrica IX Durban
LinkConnect,196.60.9.198,329039,2001:43f8:6d0::9:198,10,NAPAfrica IX Johannesburg
Linux Tech,196.223.30.213,328423,2001:43f8:1f2::213,1,DINX
Linux Tech,196.10.141.54,328423,2001:43f8:6d2::54,1,NAPAfrica IX Durban
Linux Tech,196.60.9.212,328423,2001:43f8:6d0::9:212,1,NAPAfrica IX Johannesburg
Liquid Intelligent Technologies,196.60.8.215,30844,2001:43f8:6d0::215,300,NAPAfrica IX Johannesburg
Liquid Intelligent Technologies,196.60.70.215,30844,2001:43f8:6d1::215,200,NAPAfrica IX Cape Town
Liquid Intelligent Technologies,196.60.96.55,30844,2001:43f8:1f0::55,100,JINX
Liquid Intelligent Technologies,196.223.22.55,30844,2001:43f8:1f1::55,10,CINX
Liquid Intelligent Technologies,196.223.30.55,30844,2001:43f8:1f2::55,10,DINX
Liquid Intelligent Technologies,196.60.96.155,30844,2001:43f8:1f0::155,10,JINX
Liquid Intelligent Technologies,196.10.141.44,30844,2001:43f8:6d2::44,10,NAPAfrica IX Durban
Liquid Telecom SA,196.60.8.236,36937,2001:43f8:6d0::236,20,NAPAfrica IX Johannesburg
Liquid Telecom SA,196.60.70.236,36937,2001:43f8:6d1::236,10,NAPAfrica IX Cape Town
LNX Solutions,196.223.23.70,329276,2001:43f8:1f1::1:70,10,CINX
LNX Solutions,196.223.23.68,329276,2001:43f8:1f1::1:68,10,CINX
LNX Solutions,196.60.71.137,329276,2001:43f8:6d1::71:137,10,NAPAfrica IX Cape Town
LNX Solutions,196.60.71.138,329276,2001:43f8:6d1::71:138,10,NAPAfrica IX Cape Town
LNX Solutions,196.60.8.225,329276,2001:43f8:6d0::225,10,NAPAfrica IX Johannesburg
LNX Solutions,196.60.8.238,329276,2001:43f8:6d0::238,10,NAPAfrica IX Johannesburg
LUCKY CONNECT TECHNOLOGIES,196.60.96.116,328397,2001:43f8:1f0::116,1,JINX
Lumen AS3356,196.60.70.40,3356,2001:43f8:6d1::40,70,NAPAfrica IX Cape Town
Lumen AS3356,196.60.8.213,3356,2001:43f8:6d0::213,70,NAPAfrica IX Johannesburg
Mahanagar Telephone (Mauritius),196.60.10.37,37622,,10,NAPAfrica IX Johannesburg
MAJUBA TECHNOLOGIES,196.60.9.8,21739,,1,NAPAfrica IX Johannesburg
MANN IT,196.60.96.184,328915,2001:43f8:1f0::184,1,JINX
MANN IT,196.60.96.61,328915,2001:43f8:1f0::61,1,JINX
MANN IT,196.60.10.246,328915,2001:43f8:6d0::10:246,1,NAPAfrica IX Johannesburg
MANN IT,196.60.10.249,328915,2001:43f8:6d0::10:249,1,NAPAfrica IX Johannesburg
Marion Technology,196.60.9.130,37658,,1,NAPAfrica IX Johannesburg
Marveltec,196.223.31.57,329408,2001:43f8:1f2::1:57,10,DINX
Marveltec,196.10.141.153,329408,2001:43f8:6d2::153,1,NAPAfrica IX Durban
Mascom Wireless,196.60.9.180,37014,2001:43f8:6d0::9:180,20,NAPAfrica IX Johannesburg
Masstores,196.60.10.166,328643,2001:43f8:6d0::10:166,10,NAPAfrica IX Johannesburg
Masstores,196.60.10.165,328643,2001:43f8:6d0::10:165,10,NAPAfrica IX Johannesburg
Masstores,196.46.25.186,328643,,10,NAPAfrica MAPS Johannesburg
Masstores,196.46.25.185,328643,,10,NAPAfrica MAPS Johannesburg
Mauritius Telecom Ltd,196.60.8.3,23889,2001:43f8:6d0::3889,100,NAPAfrica IX Johannesburg
Mavoni Telecoms (Pty) Ltd,196.60.9.28,329402,,10,NAPAfrica IX Johannesburg
Mavoni Telecoms (Pty) Ltd,196.60.9.31,329402,,10,NAPAfrica IX Johannesburg
Mdaswifi,196.60.10.225,329032,2001:43f8:6d0::10:225,10,NAPAfrica IX Johannesburg
Mdaswifi,196.60.96.230,329032,2001:43f8:1f0::230,1,JINX
megamax,196.60.70.130,328237,2001:43f8:6d1::130,10,NAPAfrica IX Cape Town
megamax,196.60.10.55,328237,2001:43f8:6d0::10:55,10,NAPAfrica IX Johannesburg
megamax,196.46.25.166,328237,,10,NAPAfrica MAPS Johannesburg
megamax,196.223.22.235,328237,2001:43f8:1f1::235,1,CINX
Megasurf Wireless Internet,196.60.10.48,327991,2001:43f8:6d0::10:48,30,NAPAfrica IX Johannesburg
Megasurf Wireless Internet,196.60.8.55,327991,2001:43f8:6d0::55,30,NAPAfrica IX Johannesburg
Megasurf Wireless Internet,196.60.70.173,327991,2001:43f8:6d1::173,10,NAPAfrica IX Cape Town
Megasurf Wireless Internet,196.223.22.131,327991,2001:43f8:1f1::131,1,CINX
Megasurf Wireless Internet,196.60.96.131,327991,2001:43f8:1f0::131,1,JINX
Meta,196.60.9.16,32934,2001:43f8:6d0::934,200,NAPAfrica IX Johannesburg
Meta,196.60.10.4,32934,2001:43f8:6d0::10:4,200,NAPAfrica IX Johannesburg
Meta,196.60.9.15,32934,2001:43f8:6d0::2934,200,NAPAfrica IX Johannesburg
Meta,196.60.10.3,32934,2001:43f8:6d0::10:3,200,NAPAfrica IX Johannesburg
Meta,196.223.22.195,32934,2001:43f8:1f1::195,100,CINX
Meta,196.223.22.95,32934,2001:43f8:1f1::95,100,CINX
Meta,196.60.96.95,32934,2001:43f8:1f0::95,100,JINX
Meta,196.60.96.195,32934,2001:43f8:1f0::195,100,JINX
Meta,196.60.71.114,32934,2001:43f8:6d1::71:114,100,NAPAfrica IX Cape Town
Meta,196.60.71.14,32934,2001:43f8:6d1::71:14,100,NAPAfrica IX Cape Town
Meta AS63293,196.223.30.23,63293,2001:43f8:1f2::23,100,DINX
Meta AS63293,196.10.141.142,63293,2001:43f8:6d2::142,100,NAPAfrica IX Durban
Metacom Pty Ltd,196.60.70.89,327812,,10,NAPAfrica IX Cape Town
Metacom Pty Ltd,196.60.71.59,327812,,10,NAPAfrica IX Cape Town
Metacom Pty Ltd,196.60.8.53,327812,,10,NAPAfrica IX Johannesburg
Metacom Pty Ltd,196.60.10.137,327812,,10,NAPAfrica IX Johannesburg
meteversecloud,196.223.22.111,54994,2001:43f8:1f1::111,10,CINX
meteversecloud,196.60.9.96,54994,2001:43f8:6d0::9:96,10,NAPAfrica IX Johannesburg
Metrofibre Networx (PTY) Ltd,196.60.10.164,327782,2001:43f8:6d0::10:164,200,NAPAfrica IX Johannesburg
Metrofibre Networx (PTY) Ltd,196.60.8.193,327782,2001:43f8:6d0::193,200,NAPAfrica IX Johannesburg
Metrofibre Networx (PTY) Ltd,196.223.22.72,327782,2001:43f8:1f1::72,100,CINX
Metrofibre Networx (PTY) Ltd,196.60.97.34,327782,2001:43f8:1f0::1:34,100,JINX
Metrofibre Networx (PTY) Ltd,196.60.96.72,327782,2001:43f8:1f0::72,100,JINX
Metrofibre Networx (PTY) Ltd,196.223.30.72,327782,2001:43f8:1f2::72,10,DINX
Metrofibre Networx (PTY) Ltd,196.60.70.240,327782,2001:43f8:6d1::240,10,NAPAfrica IX Cape Town
Metrofibre Networx (PTY) Ltd,196.60.70.193,327782,2001:43f8:6d1::193,10,NAPAfrica IX Cape Town
Metrofibre Networx (PTY) Ltd,196.10.141.193,327782,2001:43f8:6d2::193,10,NAPAfrica IX Durban
Mezobyte,196.60.71.102,327943,,10,NAPAfrica IX Cape Town
Mezobyte,196.60.71.101,327943,,10,NAPAfrica IX Cape Town
Mezobyte,196.60.8.89,327943,,10,NAPAfrica IX Johannesburg
Mezobyte,196.60.10.19,327943,,10,NAPAfrica IX Johannesburg
MIA Telecoms,196.60.8.237,37546,,10,NAPAfrica IX Johannesburg
Microsoft,196.60.9.133,8075,2001:43f8:6d0::9:133,200,NAPAfrica IX Johannesburg
Microsoft,196.60.8.133,8075,2001:43f8:6d0::133,200,NAPAfrica IX Johannesburg
Microsoft,196.60.96.173,8075,2001:43f8:1f0::173,100,JINX
Microsoft,196.60.96.156,8075,2001:43f8:1f0::156,100,JINX
Microsoft,196.60.70.47,8075,2001:43f8:6d1::47,100,NAPAfrica IX Cape Town
Microsoft,196.60.70.147,8075,2001:43f8:6d1::147,100,NAPAfrica IX Cape Town
Microsoft,196.223.22.156,8075,2001:43f8:1f1::156,10,CINX
Microsoft,196.223.22.173,8075,2001:43f8:1f1::173,10,CINX
Microsoft,196.46.25.141,8075,,10,NAPAfrica MAPS Johannesburg
Microsoft,196.46.25.140,8075,,10,NAPAfrica MAPS Johannesburg
Microteck Enterprises (Pty) Ltd.,196.60.9.29,327716,2001:43f8:6d0::9:29,1,NAPAfrica IX Johannesburg
Microweb,196.60.71.107,329597,2001:43f8:6d1::71:107,10,NAPAfrica IX Cape Town
Microweb,196.60.11.99,329597,2001:43f8:6d0::11:99,10,NAPAfrica IX Johannesburg
MikroTikSA Networks,196.60.71.26,328633,2001:43f8:6d1::71:26,10,NAPAfrica IX Cape Town
MikroTikSA Networks,196.60.70.30,328633,2001:43f8:6d1::30,10,NAPAfrica IX Cape Town
MikroTikSA Networks,196.60.10.100,328633,2001:43f8:6d0::10:100,10,NAPAfrica IX Johannesburg
MikroTikSA Networks,196.60.10.38,328633,2001:43f8:6d0::10:38,10,NAPAfrica IX Johannesburg
MikroTikSA Networks,196.223.22.177,328633,2001:43f8:1f1::177,1,CINX
Mimecast South Africa,196.60.96.170,37235,2001:43f8:1f0::170,10,JINX
Mimecast South Africa,196.60.96.70,37235,2001:43f8:1f0::70,10,JINX
Mimecast South Africa,196.60.71.154,37235,2001:43f8:6d1::71:154,10,NAPAfrica IX Cape Town
Mimecast South Africa,196.60.11.62,37235,2001:43f8:6d0::11:62,10,NAPAfrica IX Johannesburg
Mind-the-Speed,196.60.71.57,328596,2001:43f8:6d1::71:57,10,NAPAfrica IX Cape Town
Mind-the-Speed,196.60.71.56,328596,2001:43f8:6d1::71:56,10,NAPAfrica IX Cape Town
Mind-the-Speed,196.60.10.157,328596,2001:43f8:6d0::10:157,10,NAPAfrica IX Johannesburg
Mind-the-Speed,196.60.10.156,328596,2001:43f8:6d0::10:156,10,NAPAfrica IX Johannesburg
Misaka.io,196.60.11.69,917,2001:43f8:6d0::11:69,10,NAPAfrica IX Johannesburg
Misaka.io,196.60.9.165,917,2001:43f8:6d0::9:165,10,NAPAfrica IX Johannesburg
Mitsol,196.223.30.174,37172,2001:43f8:1f2::174,10,DINX
Mitsol,196.10.141.73,37172,2001:43f8:6d2::73,10,NAPAfrica IX Durban
Mitsol,196.10.141.102,37172,2001:43f8:6d2::102,10,NAPAfrica IX Durban
Mitsol,196.60.8.35,37172,2001:43f8:6d0::35,10,NAPAfrica IX Johannesburg
Mitsol,196.60.9.64,37172,2001:43f8:6d0::9:64,10,NAPAfrica IX Johannesburg
Mitsol,196.60.96.77,37172,2001:43f8:1f0::77,1,JINX
Mobile Telecommunications Ltd,196.60.70.49,37009,2001:43f8:6d1::49,10,NAPAfrica IX Cape Town
Mobile Telecommunications Ltd,196.60.9.197,37009,2001:43f8:6d0::9:197,10,NAPAfrica IX Johannesburg
Mobile Telecommunications Ltd,196.60.8.197,37009,2001:43f8:6d0::197,10,NAPAfrica IX Johannesburg
Momentum Metropolitan Life,196.60.71.46,328772,,10,NAPAfrica IX Cape Town
Momentum Metropolitan Life,196.60.10.135,328772,,10,NAPAfrica IX Johannesburg
Momentum Metropolitan Life,196.46.25.172,328772,,10,NAPAfrica MAPS Johannesburg
Mossnet,196.60.9.6,328461,2001:43f8:6d0::9:6,10,NAPAfrica IX Johannesburg
Mossnet,196.60.70.247,328461,2001:43f8:6d1::247,1,NAPAfrica IX Cape Town
Movitel,196.60.9.90,37342,,20,NAPAfrica IX Johannesburg
Movitel,196.10.141.182,37342,,10,NAPAfrica IX Durban
MPACT OPERATIONS,196.60.10.86,328736,2001:43f8:6d0::10:86,10,NAPAfrica IX Johannesburg
MPACT OPERATIONS,196.60.10.87,328736,2001:43f8:6d0::10:87,10,NAPAfrica IX Johannesburg
MPACT OPERATIONS,196.46.25.178,328736,,10,NAPAfrica MAPS Johannesburg
MPACT OPERATIONS,196.46.25.179,328736,,10,NAPAfrica MAPS Johannesburg
Mpu Communications,196.60.10.182,328912,,10,NAPAfrica IX Johannesburg
MR Price Group,196.60.11.4,329151,2001:43f8:6d0::11:4,10,NAPAfrica IX Johannesburg
MR Price Group,196.60.11.5,329151,2001:43f8:6d0::11:5,10,NAPAfrica IX Johannesburg
MR Price Group,196.46.25.189,329151,,10,NAPAfrica MAPS Johannesburg
MR Price Group,196.46.25.190,329151,,10,NAPAfrica MAPS Johannesburg
MTD Networx,196.60.11.95,329350,2001:43f8:6d0::11:95,10,NAPAfrica IX Johannesburg
MTD Networx,196.60.11.96,329350,2001:43f8:6d0::11:96,10,NAPAfrica IX Johannesburg
MTN South Africa,196.60.8.121,16637,2001:43f8:6d0::121,200,NAPAfrica IX Johannesburg
MTN South Africa,196.60.71.121,16637,2001:43f8:6d1::71:121,100,NAPAfrica IX Cape Town
MTN South Africa,196.60.70.62,16637,2001:43f8:6d1::62,100,NAPAfrica IX Cape Town
MTN South Africa,196.60.8.62,16637,2001:43f8:6d0::62,100,NAPAfrica IX Johannesburg
MTN South Africa,196.60.8.203,16637,2001:43f8:6d0::203,100,NAPAfrica IX Johannesburg
MTN South Africa,196.60.96.31,16637,2001:43f8:1f0::31,20,JINX
MTN South Africa,196.60.96.18,16637,2001:43f8:1f0::18,20,JINX
MTN South Africa,196.10.141.62,16637,2001:43f8:6d2::62,20,NAPAfrica IX Durban
MTN South Africa,196.60.70.203,16637,2001:43f8:6d1::203,10,NAPAfrica IX Cape Town
MTN South Africa,196.10.141.162,16637,2001:43f8:6d2::162,10,NAPAfrica IX Durban
MTN South Africa,196.223.22.31,16637,2001:43f8:1f1::31,1,CINX
MUBVUMELA,196.60.10.226,328916,2001:43f8:6d0::10:226,10,NAPAfrica IX Johannesburg
Multichoice Support Services,196.60.70.204,328045,,100,NAPAfrica IX Cape Town
Multichoice Support Services,196.60.70.104,328045,,100,NAPAfrica IX Cape Town
Multichoice Support Services,196.60.9.152,328045,,100,NAPAfrica IX Johannesburg
Multichoice Support Services,196.60.9.52,328045,,100,NAPAfrica IX Johannesburg
MyTelnet,196.10.141.103,37482,2001:43f8:6d2::103,10,NAPAfrica IX Durban
MyTelnet,196.60.8.70,37482,2001:43f8:6d0::70,10,NAPAfrica IX Johannesburg
MyTelnet,196.60.70.170,37482,2001:43f8:6d1::170,1,NAPAfrica IX Cape Town
Mzansi ComNet,196.10.141.64,328674,2001:43f8:6d2::64,1,NAPAfrica IX Durban
Mzanzi Lisetta Media and Printing,196.60.11.70,329121,,20,NAPAfrica IX Johannesburg
N W Internet Service,196.60.11.49,329279,,10,NAPAfrica IX Johannesburg
NAPAfrica Route Collectors,196.60.70.1,37186,2001:43f8:6d1::1,1,NAPAfrica IX Cape Town
NAPAfrica Route Collectors,196.60.9.1,37186,2001:43f8:6d0::1,1,NAPAfrica IX Johannesburg
NAPAfrica Route Servers,196.60.70.3,37195,2001:43f8:6d1::3,1,NAPAfrica IX Cape Town
NAPAfrica Route Servers,196.60.70.2,37195,2001:43f8:6d1::2,1,NAPAfrica IX Cape Town
NAPAfrica Route Servers,196.10.141.2,37195,2001:43f8:6d2::2,1,NAPAfrica IX Durban
NAPAfrica Route Servers,196.10.141.3,37195,2001:43f8:6d2::3,1,NAPAfrica IX Durban
NAPAfrica Route Servers,196.60.9.3,37195,2001:43f8:6d0::3,1,NAPAfrica IX Johannesburg
NAPAfrica Route Servers,196.60.9.2,37195,2001:43f8:6d0::2,1,NAPAfrica IX Johannesburg
NCW (Pty) Ltd,196.60.71.66,328855,2001:43f8:6d1::71:66,10,NAPAfrica IX Cape Town
Ndende Technologies,196.60.10.32,329222,2001:43f8:6d0::10:32,10,NAPAfrica IX Johannesburg
Nedbank,196.60.71.20,16800,2001:43f8:6d1::71:20,100,NAPAfrica IX Cape Town
Nedbank,196.60.71.21,16800,2001:43f8:6d1::71:21,100,NAPAfrica IX Cape Town
Nedbank,196.60.10.83,16800,2001:43f8:6d0::10:83,100,NAPAfrica IX Johannesburg
Nedbank,196.60.10.82,16800,2001:43f8:6d0::10:82,100,NAPAfrica IX Johannesburg
Net4 Telecoms,196.60.10.177,328911,,10,NAPAfrica IX Johannesburg
NetActuate,196.60.9.147,36236,2001:43f8:6d0::9:147,,NAPAfrica IX Johannesburg
NetClick,196.60.71.87,329608,2001:43f8:6d1::71:87,10,NAPAfrica IX Cape Town
Netdirect Wireless Technology,196.60.71.84,328016,2001:43f8:6d1::71:84,10,NAPAfrica IX Cape Town
Netdirect Wireless Technology,196.60.11.91,328016,2001:43f8:6d0::11:91,10,NAPAfrica IX Johannesburg
Netdirect Wireless Technology,196.46.25.22,328016,,10,NAPAfrica MAPS Cape Town
Netdirect Wireless Technology,196.223.22.245,328016,2001:43f8:1f1::245,1,CINX
NETELLIGENT CONSULTING,196.60.96.194,328948,2001:43f8:1f0::194,10,JINX
NETELLIGENT CONSULTING,196.60.97.194,328948,2001:43f8:1f0::1:194,10,JINX
NETELLIGENT CONSULTING,196.60.9.94,328948,2001:43f8:6d0::9:94,10,NAPAfrica IX Johannesburg
NETELLIGENT CONSULTING,196.60.11.78,328948,2001:43f8:6d0::11:78,10,NAPAfrica IX Johannesburg
Netflix,196.60.8.100,2906,2001:43f8:6d0::100,300,NAPAfrica IX Johannesburg
Netflix,196.60.8.80,2906,2001:43f8:6d0::80,300,NAPAfrica IX Johannesburg
Netflix,196.60.96.46,2906,2001:43f8:1f0::46,100,JINX
Netflix,196.60.96.100,2906,2001:43f8:1f0::100,100,JINX
NetFortris,196.60.10.141,32035,2001:43f8:6d0::10:141,1,NAPAfrica IX Johannesburg
Netlayer,196.60.8.154,328222,,1,NAPAfrica IX Johannesburg
Netlayer,196.60.8.157,328222,,1,NAPAfrica IX Johannesburg
Netmetrix,196.60.10.250,329125,,10,NAPAfrica IX Johannesburg
Netnod,196.60.9.160,8674,2001:43f8:6d0::9:160,10,NAPAfrica IX Johannesburg
Netnod,196.60.96.27,8674,2001:43f8:1f0::27,1,JINX
Netovate,196.60.70.92,328434,2001:43f8:6d1::92,10,NAPAfrica IX Cape Town
Netovate,196.60.70.96,328434,2001:43f8:6d1::96,10,NAPAfrica IX Cape Town
Netovate,196.60.9.203,328434,2001:43f8:6d0::9:203,10,NAPAfrica IX Johannesburg
Netovate,196.60.11.64,328434,2001:43f8:6d0::11:64,10,NAPAfrica IX Johannesburg
Netskope,196.60.71.96,55256,2001:43f8:6d1::71:96,20,NAPAfrica IX Cape Town
Netskope,196.60.96.157,55256,2001:43f8:1f0::157,10,JINX
Netskope,196.60.9.176,55256,2001:43f8:6d0::9:176,10,NAPAfrica IX Johannesburg
Netskope,196.60.11.79,55256,2001:43f8:6d0::11:79,10,NAPAfrica IX Johannesburg
Netwide Internet,196.60.70.8,37225,,10,NAPAfrica IX Cape Town
Netwide Internet,196.60.8.149,37225,,1,NAPAfrica IX Johannesburg
Network & Computing Consultants,196.60.9.151,328350,2001:43f8:6d0::9:151,10,NAPAfrica IX Johannesburg
Network & Computing Consultants,196.60.11.53,328350,2001:43f8:6d0::11:53,10,NAPAfrica IX Johannesburg
Network Platforms,196.223.22.86,37497,2001:43f8:1f1::86,10,CINX
Network Platforms,196.223.30.86,37497,2001:43f8:1f2::86,10,DINX
Network Platforms,196.60.96.86,37497,2001:43f8:1f0::86,10,JINX
Network Platforms,196.60.70.206,37497,2001:43f8:6d1::206,10,NAPAfrica IX Cape Town
Network Platforms,196.60.70.41,37497,2001:43f8:6d1::41,10,NAPAfrica IX Cape Town
Network Platforms,196.10.141.140,37497,2001:43f8:6d2::140,10,NAPAfrica IX Durban
Network Platforms,196.10.141.185,37497,2001:43f8:6d2::185,10,NAPAfrica IX Durban
Network Platforms,196.60.9.185,37497,2001:43f8:6d0::9:185,10,NAPAfrica IX Johannesburg
Network Platforms,196.60.8.185,37497,2001:43f8:6d0::185,10,NAPAfrica IX Johannesburg
Neurotel Communications,196.223.31.52,329386,2001:43f8:1f2::1:52,10,DINX
Neurotel Communications,196.10.141.149,329386,2001:43f8:6d2::149,10,NAPAfrica IX Durban
Neurotel Communications,196.60.9.145,329386,2001:43f8:6d0::9:145,10,NAPAfrica IX Johannesburg
NMBINX Operations/Route Collector,196.60.120.3,329234,2001:43f8:690::3,10,NMBINX
NMBINX Operations/Route Collector,196.60.120.101,329234,2001:43f8:690::101,10,NMBINX
NMBINX Route Servers,196.60.120.1,37735,2001:43f8:690::1,10,NMBINX
NMBINX Route Servers,196.60.120.2,37735,2001:43f8:690::2,10,NMBINX
Novasys IT,196.60.11.36,329289,2001:43f8:6d0::11:36,10,NAPAfrica IX Johannesburg
Novasys IT,196.60.11.35,329289,2001:43f8:6d0::11:35,10,NAPAfrica IX Johannesburg
NSONE,196.60.9.143,62597,2001:43f8:6d0::9:143,10,NAPAfrica IX Johannesburg
"NTT DATA, Broadband, South Africa",196.60.11.46,20011,2001:43f8:6d0::11:46,300,NAPAfrica IX Johannesburg
"NTT DATA, Broadband, South Africa",196.60.11.47,20011,2001:43f8:6d0::11:47,300,NAPAfrica IX Johannesburg
"NTT DATA, Broadband, South Africa",196.223.23.38,20011,2001:43f8:1f1::1:38,100,CINX
"NTT DATA, Broadband, South Africa",196.223.23.39,20011,2001:43f8:1f1::1:39,100,CINX
"NTT DATA, Broadband, South Africa",196.223.31.38,20011,2001:43f8:1f2::1:38,100,DINX
"NTT DATA, Broadband, South Africa",196.223.31.39,20011,2001:43f8:1f2::1:39,100,DINX
"NTT DATA, Broadband, South Africa",196.60.97.39,20011,2001:43f8:1f0::1:39,100,JINX
"NTT DATA, Broadband, South Africa",196.60.97.38,20011,2001:43f8:1f0::1:38,100,JINX
"NTT DATA, Broadband, South Africa",196.60.71.142,20011,2001:43f8:6d1::71:142,100,NAPAfrica IX Cape Town
"NTT DATA, Broadband, South Africa",196.60.71.141,20011,2001:43f8:6d1::71:141,100,NAPAfrica IX Cape Town
"NTT DATA, Broadband, South Africa",196.10.141.143,20011,2001:43f8:6d2::143,10,NAPAfrica IX Durban
"NTT DATA, Broadband, South Africa",196.10.141.145,20011,2001:43f8:6d2::145,10,NAPAfrica IX Durban
"NTT DATA, IS, South Africa",196.223.22.13,3741,2001:43f8:1f1::13,100,CINX
"NTT DATA, IS, South Africa",196.60.96.13,3741,2001:43f8:1f0::13,100,JINX
"NTT DATA, IS, South Africa",196.60.71.67,3741,2001:43f8:6d1::71:67,100,NAPAfrica IX Cape Town
"NTT DATA, IS, South Africa",196.60.9.254,3741,2001:43f8:6d0::9:254,100,NAPAfrica IX Johannesburg
"NTT DATA, IS, South Africa",196.60.8.126,3741,2001:43f8:6d0::126,40,NAPAfrica IX Johannesburg
"NTT DATA, IS, South Africa",196.60.96.10,3741,2001:43f8:1f0::10,20,JINX
"NTT DATA, IS, South Africa",196.60.70.126,3741,2001:43f8:6d1::126,20,NAPAfrica IX Cape Town
"NTT DATA, IS, South Africa",196.223.22.10,3741,2001:43f8:1f1::10,10,CINX
"NTT DATA, IS, South Africa",196.223.30.13,3741,2001:43f8:1f2::13,10,DINX
"NTT DATA, IS, South Africa",196.223.30.10,3741,2001:43f8:1f2::10,10,DINX
"NTT DATA, IS, South Africa",196.10.141.65,3741,2001:43f8:6d2::65,10,NAPAfrica IX Durban
"NTT DATA, IS, South Africa",196.10.141.126,3741,2001:43f8:6d2::126,10,NAPAfrica IX Durban
Nymbis Cloud Solutions Pty Ltd,196.60.11.92,329474,2001:43f8:6d0::11:92,10,NAPAfrica IX Johannesburg
Nymbis Cloud Solutions Pty Ltd,196.60.11.93,329474,2001:43f8:6d0::11:93,10,NAPAfrica IX Johannesburg
Octopi Smart Solutions,196.60.8.12,328538,2001:43f8:6d0::8:12,20,NAPAfrica IX Johannesburg
Octopi Smart Solutions,196.60.97.75,328538,2001:43f8:1f0::1:75,10,JINX
Old Mutual Insure,196.60.10.99,328657,2001:43f8:6d0::10:99,10,NAPAfrica IX Johannesburg
Old Mutual Insure,196.60.10.98,328657,2001:43f8:6d0::10:98,10,NAPAfrica IX Johannesburg
Old Mutual Insure,196.46.25.149,328657,,10,NAPAfrica MAPS Johannesburg
Old Mutual Insure,196.46.25.148,328657,,10,NAPAfrica MAPS Johannesburg
Olena Trading cc,196.60.70.190,328418,,10,NAPAfrica IX Cape Town
One Carrier,196.60.97.63,329455,2001:43f8:1f0::1:63,10,JINX
One Carrier,196.60.70.176,329455,2001:43f8:6d1::176,10,NAPAfrica IX Cape Town
One Carrier,196.10.141.160,329455,2001:43f8:6d2::160,10,NAPAfrica IX Durban
One Carrier,196.60.10.46,329455,2001:43f8:6d0::10:46,10,NAPAfrica IX Johannesburg
One Mile Telecoms,196.60.10.129,329243,2001:43f8:6d0::10:129,10,NAPAfrica IX Johannesburg
One Mile Telecoms,196.60.97.76,329243,2001:43f8:1f0::1:76,1,JINX
Open Link Communications,196.60.10.6,328507,2001:43f8:6d0::10:6,10,NAPAfrica IX Johannesburg
Open Link Communications,196.60.10.241,328507,2001:43f8:6d0::10:241,10,NAPAfrica IX Johannesburg
Opentel Technologies,196.60.71.71,328790,2001:43f8:6d1::71:71,10,NAPAfrica IX Cape Town
Opentel Technologies,196.10.141.136,328790,2001:43f8:6d2::136,10,NAPAfrica IX Durban
Opentel Technologies,196.60.10.121,328790,2001:43f8:6d0::10:121,10,NAPAfrica IX Johannesburg
OPQNET,196.60.8.132,33781,,1,NAPAfrica IX Johannesburg
Optify Systems,196.60.8.251,328037,2001:43f8:6d0::251,20,NAPAfrica IX Johannesburg
Oracle Cloud Infrastructure,196.60.96.105,31898,2001:43f8:1f0::105,100,JINX
Oracle Cloud Infrastructure,196.60.10.207,31898,2001:43f8:6d0::10:207,100,NAPAfrica IX Johannesburg
Oracle Cloud Infrastructure,196.60.10.208,31898,2001:43f8:6d0::10:208,100,NAPAfrica IX Johannesburg
"Orange Business Services Benelux, Gulf, ZA",196.60.71.106,5583,2001:43f8:6d1::71:106,10,NAPAfrica IX Cape Town
"Orange Business Services Benelux, Gulf, ZA",196.60.9.189,5583,2001:43f8:6d0::9:189,10,NAPAfrica IX Johannesburg
Orange CDN,196.60.70.200,328126,,10,NAPAfrica IX Cape Town
Orange CDN,196.60.9.200,328126,,10,NAPAfrica IX Johannesburg
ORCA TECHNOLOGIES,196.60.10.179,328888,2001:43f8:6d0::10:179,20,NAPAfrica IX Johannesburg
ORCA TECHNOLOGIES,196.223.23.62,328888,2001:43f8:1f1::1:62,10,CINX
ORCA TECHNOLOGIES,196.60.71.64,328888,2001:43f8:6d1::71:64,10,NAPAfrica IX Cape Town
Ore & Metal Company,196.60.11.32,329283,2001:43f8:6d0::11:32,10,NAPAfrica IX Johannesburg
Ore & Metal Company,196.60.11.33,329283,2001:43f8:6d0::11:33,10,NAPAfrica IX Johannesburg
Ore & Metal Company,196.46.25.193,329283,,10,NAPAfrica MAPS Johannesburg
Ore & Metal Company,196.46.25.194,329283,,10,NAPAfrica MAPS Johannesburg
ORG-RTL2-AFRINIC,196.60.70.136,329557,2001:43f8:6d1::136,10,NAPAfrica IX Cape Town
ORG-ST8-AFRINIC,196.60.10.84,329478,,10,NAPAfrica IX Johannesburg
Organization PAN AFRICA TELECOM (PTY) LTD,196.60.11.48,329467,2001:43f8:6d0::11:48,10,NAPAfrica IX Johannesburg
OTEL Telecoms,196.223.22.75,37356,2001:43f8:1f1::75,10,CINX
OTEL Telecoms,196.223.30.75,37356,2001:43f8:1f2::75,10,DINX
